gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,internet_service_Fiber optic,internet_service_No,contract_One year,contract_Two year,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,churn_reason_Attitude of support person,churn_reason_Competitor had better devices,churn_reason_Competitor made better offer,churn_reason_Competitor offered higher download speeds,churn_reason_Competitor offered more data,churn_reason_Deceased,churn_reason_Don't know,churn_reason_Extra data charges,churn_reason_Lack of affordable download/upload speed,churn_reason_Lack of self-service on Website,churn_reason_Limited range of services,churn_reason_Long distance charges,churn_reason_Moved,churn_reason_Network reliability,churn_reason_Poor expertise of online support,churn_reason_Poor expertise of phone support,churn_reason_Price too high,churn_reason_Product dissatisfaction,churn_reason_Service dissatisfaction
1,0,0,1,3,1,1,0,0,0,0,0,0,1,74.4,229.55,1,1,76,4415,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,1,27,1,1,0,0,1,0,0,0,1,78.05,2135.5,1,1,95,4638,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,25,0,0,1,1,1,0,1,1,1,58.6,1502.65,1,1,99,4190,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,1,0,0,0,0,0,0,0,1,1,35.45,35.45,1,1,80,2301,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,2,1,0,0,0,0,0,0,0,0,44.35,81.25,1,1,76,2570,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,1,1,1,0,0,0,0,0,0,0,1,70.45,70.45,1,1,76,3964,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,8,1,1,1,0,0,1,0,1,0,71.15,563.65,1,1,66,2662,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,1,1,73,2600,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,1,7,1,1,0,0,0,0,1,1,0,95.0,655.5,1,1,94,2786,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,1,1,20,1,1,1,0,0,0,0,0,0,82.4,1592.35,1,1,86,5719,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,1,4,1,0,0,0,0,0,0,0,1,70.9,273.0,1,1,75,4287,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,58,0,0,0,1,1,0,0,1,1,45.3,2651.2,1,1,100,5444,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,2,1,1,0,0,1,1,1,1,1,104.4,242.8,1,1,83,4690,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,1,0,53,1,0,0,0,1,0,1,1,1,94.85,5000.2,1,1,80,4328,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,0,1,15,1,1,0,0,0,0,0,0,1,74.45,1145.7,1,1,99,5717,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,0,1,7,1,0,1,0,0,0,0,0,0,76.45,503.6,1,1,81,4419,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,0,0,0,1,0,0,0,0,0,29.95,29.95,1,1,95,4534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,1,8,1,1,0,0,0,0,0,1,0,84.5,662.65,1,1,86,2152,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,1,13,1,0,0,1,1,0,0,0,1,79.25,1111.65,1,1,73,5142,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,1,1,94,4851,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,6,1,0,0,1,1,0,0,1,1,91.0,531.0,1,1,94,2283,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,1,1,0,0,0,0,0,0,1,0,79.9,79.9,1,1,98,3394,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,1,19,1,0,1,0,1,1,1,1,1,106.6,1934.45,1,1,71,3764,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,2,1,0,0,0,0,0,0,0,1,46.0,84.5,1,1,76,2667,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,1,4,1,0,0,0,0,0,0,0,1,70.15,268.35,1,1,67,2227,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,4,1,0,0,0,0,1,0,0,0,50.05,179.35,1,1,82,3394,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,1,1,0,0,0,0,0,1,0,0,55.2,55.2,1,1,81,3638,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,1,1,1,0,1,0,0,0,0,1,1,84.6,84.6,1,1,66,2484,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,2,1,1,0,1,0,0,0,0,1,54.4,114.1,1,1,81,2556,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,1,11,1,0,0,1,0,0,1,1,1,95.0,1120.3,1,1,85,5980,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,15,1,0,0,1,0,0,0,0,1,74.4,1074.3,1,1,86,4616,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1,1,0,1,0,0,0,0,0,1,48.55,48.55,1,1,77,5687,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,1,0,2,1,0,0,0,0,0,0,0,0,70.4,147.15,1,1,75,5687,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,1,0,1,0,0,0,1,0,0,1,0,0,40.2,40.2,1,1,65,5828,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,1,0,2,1,0,0,0,0,0,0,0,1,44.6,80.55,1,1,99,4884,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,0,0,3,0,0,0,0,1,0,0,1,1,41.15,132.2,1,1,96,2314,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,0,13,1,1,0,1,1,0,1,1,1,106.9,1364.3,1,1,84,2494,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,59,1,0,0,0,0,0,0,0,0,19.35,1099.6,1,1,83,5084,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,16,1,0,0,0,0,1,1,1,1,94.45,1511.2,1,1,81,3810,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,1,0,0,0,0,0,0,0,0,0,24.8,24.8,1,1,73,5087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1,1,0,0,0,0,0,0,0,0,70.6,70.6,1,1,69,3338,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,1,0,5,1,1,0,1,0,1,0,0,1,85.4,401.1,1,1,80,3676,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0,52,1,1,0,1,1,0,1,1,1,105.05,5624.85,1,1,65,4839,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,18,1,0,0,0,1,0,1,1,0,95.15,1779.95,1,1,68,4643,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1,1,0,0,0,0,0,0,0,0,70.0,70.0,1,1,97,4094,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0,0,8,1,0,0,1,0,0,0,0,1,74.5,606.55,1,1,80,4345,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,10,1,0,0,0,0,0,0,0,1,44.85,435.4,1,1,83,4061,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,0,24,1,1,0,0,0,0,0,0,1,76.1,1712.7,1,1,98,2018,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1,1,0,1,0,0,0,0,0,1,73.6,73.6,1,1,80,2565,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,4,1,1,0,0,0,0,1,1,1,95.45,396.1,1,1,85,3677,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,0,32,1,1,0,0,0,0,0,0,1,74.9,2303.35,1,1,69,4105,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,5,1,0,0,0,0,0,1,0,1,80.6,415.55,1,1,69,5715,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0,38,1,0,1,1,0,1,1,1,0,80.3,3058.65,1,1,81,2071,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,0,24,1,0,0,0,1,0,1,1,1,93.15,2231.05,1,1,73,2212,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,1,0,0,54,1,1,1,1,0,1,1,1,0,82.45,4350.1,1,1,83,4149,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.35,139.05,1,1,73,2671,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,7,1,1,0,0,0,0,0,0,1,73.85,511.25,1,1,67,2473,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,2,1,1,0,0,1,0,0,0,0,80.6,155.8,1,1,92,2683,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,68,1,1,0,1,1,1,0,1,1,75.8,5293.95,1,1,81,4903,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,43,1,1,0,1,1,0,1,1,1,104.6,4759.85,1,1,91,5250,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,1,0,63,1,1,0,1,1,0,1,1,1,103.4,6603.0,1,1,98,4352,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,2,1,0,0,0,0,0,1,1,1,90.4,168.2,1,1,76,4157,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,4,1,1,0,1,1,0,0,0,1,84.8,371.9,1,1,73,4939,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1,0,0,21,0,0,1,0,0,0,1,0,1,41.9,840.1,1,1,97,4778,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,10,1,0,0,0,0,0,0,1,1,80.25,846.0,1,1,85,3598,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,0,27,0,0,1,0,0,0,0,0,0,30.75,805.1,1,1,91,2927,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,5,1,0,0,0,1,0,1,1,0,96.5,492.55,1,1,98,5383,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,2,1,1,0,0,0,0,1,0,1,85.65,181.5,1,1,73,3878,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,25,1,1,0,0,1,1,1,1,1,104.95,2566.5,1,1,66,3642,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,1,1,0,0,1,0,0,0,0,0,50.65,50.65,1,1,76,2431,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,1,1,1,0,1,0,0,0,1,1,90.85,90.85,1,1,81,3424,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,1,0,11,1,0,0,0,0,0,0,0,0,19.95,214.75,1,1,80,5888,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,1,0,55,1,1,0,1,1,0,0,0,1,85.45,4874.7,1,1,100,5502,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,0,0,0,34,1,0,0,1,0,0,0,0,1,73.95,2524.45,1,1,94,5795,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,0,69,1,1,0,0,1,0,1,1,1,99.45,7007.6,1,1,80,4020,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.9,19.9,1,1,92,3351,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.6,19.6,1,1,95,3448,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,3,1,1,0,1,0,0,0,0,1,81.35,233.7,1,1,73,2818,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,22,1,0,0,1,0,0,0,1,0,83.3,1845.9,1,1,88,3804,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,1,0,0,1,1,0,0,0,1,0,0,0,1,75.3,75.3,1,1,67,4902,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0,61,1,0,0,0,0,0,0,0,1,19.4,1182.55,1,1,82,4221,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,12,1,0,0,0,0,0,0,0,1,45.4,518.9,1,1,68,2887,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,60,1,1,0,1,1,0,1,1,1,105.9,6396.45,1,1,84,4105,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,69.55,69.55,1,1,73,2792,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,28,1,0,0,0,0,0,0,1,1,81.05,2227.1,1,1,98,5201,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,4,1,1,0,0,1,0,1,1,0,101.15,385.9,1,1,84,4417,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,7,1,1,0,1,0,0,1,1,1,99.8,673.25,1,1,98,2031,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,13,1,0,0,0,0,0,0,1,0,55.95,734.35,1,1,91,4498,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,0,0,0,0,0,1,1,55.0,55.0,1,1,71,4877,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,1,1,0,0,1,0,0,0,0,1,74.7,74.7,1,1,80,5980,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,24,1,1,0,1,0,0,0,0,1,80.25,1861.5,1,1,77,4418,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,5,1,0,0,0,0,1,1,1,1,96.1,453.4,1,1,66,4192,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,15,1,0,0,0,0,0,0,0,0,69.0,994.8,1,1,73,5671,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,48,0,0,1,0,1,0,0,1,1,45.3,2145.0,1,1,65,4926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0,8,1,0,0,1,0,0,1,0,1,83.55,680.05,1,1,65,2879,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,1,1,1,0,0,0,0,0,0,1,74.35,74.35,1,1,93,2814,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,2,1,0,1,0,0,0,0,0,1,74.4,139.4,1,1,77,4263,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,22,0,0,0,1,1,0,0,1,1,43.75,903.6,1,1,66,3099,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,0,0,5,0,0,0,1,0,0,0,0,0,28.45,131.05,1,1,89,4099,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,12,1,1,1,1,1,0,0,1,1,99.7,1238.45,1,1,76,2538,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,1,0,0,20,1,1,0,1,1,0,0,1,1,94.1,1782.4,1,1,87,2666,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,0,2,1,0,0,0,0,1,1,1,1,94.2,167.5,1,1,72,3715,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,6,1,1,0,0,0,1,0,0,1,80.5,502.85,1,1,98,5032,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,1,0,5,1,1,0,0,0,0,0,0,1,74.35,334.8,1,1,82,5273,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,40,1,1,0,0,1,1,1,1,0,104.8,4131.95,1,1,88,3492,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,0,27,1,0,1,0,0,0,0,0,1,75.2,1929.35,1,1,99,4517,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
